Dist. ID,Group,Year,Total Mathematics Number Tested,Total Mathematics Avg Scale Score,Total Reading ,Total Reading Average Scale Score,Total Writing ,Total Writing Avg Total Writing Scale Score
32,Not ELL,2012,133,278.1,132,257.7,136,262.4
32,Coventry,2013,119,268.2,116,251,122,251.3
32,Not ELL,2013,119,268.2,116,251,122,251.3
33,Cromwell,2006,136,246.9,136,241.4,133,246.1
33,ELL,2006,-,-,-,-,-,-
33,Not ELL,2006,129,244.6,129,239.7,126,244.4
33,Cromwell,2007,161,252.6,161,244.6,160,257.6
33,ELL,2007,-,-,-,-,-,-
33,Not ELL,2007,154,252.6,154,245.6,153,258.3
33,Cromwell,2008,158,249.6,157,235.4,157,254
33,ELL,2008,-,-,-,-,-,-
33,Not ELL,2008,148,249.7,147,235.9,147,252.9
33,Cromwell,2009,159,277.3,159,252.5,160,274.4
33,ELL,2009,-,-,-,-,-,-
33,Not ELL,2009,148,275.7,148,252.8,150,274
33,Cromwell,2010,165,258.9,161,242.8,166,256.8
33,ELL,2010,-,-,-,-,-,-
33,Not ELL,2010,159,259.4,155,243.9,160,257.6
33,Cromwell,2011,138,291.3,138,258.4,138,278.6
33,ELL,2011,-,-,-,-,-,-
33,Not ELL,2011,136,292.2,136,258.9,136,279
33,Cromwell,2012,145,286.4,145,263.7,150,267.4
33,ELL,2012,-,-,-,-,-,-
33,Not ELL,2012,144,286.8,144,264.3,149,267.8
33,Cromwell,2013,144,265.6,143,252.1,143,265.4
33,ELL,2013,-,-,-,-,-,-
33,Not ELL,2013,140,267.9,139,254.1,140,266.8
34,Danbury,2006,696,259.7,694,227.9,683,240
34,ELL,2006,127,233.1,125,199.3,123,214.4
34,Not ELL,2006,569,265.6,569,234.1,560,245.7
34,Danbury,2007,684,257.4,683,227.1,681,242.1
34,ELL,2007,116,235.6,116,199.2,115,223.4
34,Not ELL,2007,568,261.8,567,232.9,566,245.9
34,Danbury,2008,750,246.5,747,224.9,745,240.6
34,ELL,2008,127,223.8,125,195.1,125,218
34,Not ELL,2008,623,251.1,622,230.9,620,245.2
34,Danbury,2009,734,256,723,232.6,753,245.3
34,ELL,2009,134,233.9,131,205.5,136,225.6
34,Not ELL,2009,600,261,592,238.6,617,249.6
34,Danbury,2010,741,254.9,727,230.4,759,238.9
34,ELL,2010,151,228.9,147,202.7,154,219.4
34,Not ELL,2010,590,261.5,580,237.4,605,243.9
34,Danbury,2011,788,262.8,780,235.3,805,246.7
34,ELL,2011,178,239,176,207.5,183,224.2
34,Not ELL,2011,610,269.7,604,243.4,622,253.3
34,Danbury,2012,851,259.7,844,234.5,878,244.7
34,ELL,2012,188,229,186,204.7,195,222.1
34,Not ELL,2012,663,268.4,658,242.9,683,251.1
34,Danbury,2013,763,244.6,754,229.1,791,239.8
34,ELL,2013,170,215,160,200,174,217.6
34,Not ELL,2013,593,253,594,237,617,246
35,Darien,2006,379,286.7,379,265.5,379,286.5
35,ELL,2006,-,-,-,-,-,-
35,Not ELL,2006,375,287.1,375,265.9,375,286.9
35,Darien,2007,387,280.1,387,260.8,387,272.2
35,ELL,2007,-,-,-,-,-,-
35,Not ELL,2007,384,280.1,384,260.9,384,272.2
35,Darien,2008,370,282.7,370,266.8,371,278.8
35,ELL,2008,-,-,-,-,-,-
35,Not ELL,2008,369,282.9,369,267,370,278.9
35,Darien,2009,399,279.1,399,261.7,401,279.4
35,ELL,2009,-,-,-,-,-,-
35,Not ELL,2009,394,279.5,394,262.3,396,279.7
35,Darien,2010,361,286.7,360,262.5,363,275.8
35,ELL,2010,-,-,-,-,-,-
35,Not ELL,2010,360,286.8,359,262.7,362,275.9
35,Darien,2011,360,283.8,360,262.8,363,281.7
35,Not ELL,2011,360,283.8,360,262.8,363,281.7
35,Darien,2012,352,288.7,353,267.2,358,277.7
35,ELL,2012,-,-,-,-,-,-
35,Not ELL,2012,350,288.8,351,267.2,356,277.8
35,Darien,2013,425,277.7,424,264.1,431,270
35,ELL,2013,-,-,-,-,-,-
35,Not ELL,2013,423,278,422,264.4,428,270.5
36,Deep River,2006,52,261.8,52,258.4,52,264.3
36,Not ELL,2006,52,261.8,52,258.4,52,264.3
36,Deep River,2007,56,264.8,56,254,56,261.4
36,ELL,2007,-,-,-,-,-,-
36,Not ELL,2007,53,267.8,53,256.8,53,263.2
36,Deep River,2008,44,255.8,44,240.3,43,269.7
36,ELL,2008,-,-,-,-,-,-
36,Not ELL,2008,42,256.6,42,241.9,41,270
36,Deep River,2009,56,270.8,56,245.7,57,249.8
36,ELL,2009,-,-,-,-,-,-
36,Not ELL,2009,52,274.7,52,249.5,53,251.7
36,Deep River,2010,54,263.3,54,241.2,56,245.6
36,ELL,2010,-,-,-,-,-,-
36,Not ELL,2010,50,266.4,50,245.4,51,248.8
36,Deep River,2011,50,274.9,50,248.2,50,259.8
36,Not ELL,2011,50,274.9,50,248.2,50,259.8
36,Deep River,2012,41,265.2,40,262.8,40,274.1
36,Not ELL,2012,41,265.2,40,262.8,40,274.1
36,Deep River,2013,51,257.8,49,254.4,51,254.1
36,ELL,2013,-,-,-,-,-,-
36,Not ELL,2013,50,258.5,48,255.5,50,254.8
37,Derby,2006,109,227.1,107,222.2,105,241.9
37,ELL,2006,-,-,-,-,-,-
37,Not ELL,2006,94,224.9,92,222.5,90,242.7
37,Derby,2007,84,245.5,84,231.4,84,252.1
37,ELL,2007,-,-,-,-,-,-
37,Not ELL,2007,77,246.2,77,234.2,77,253.9
37,Derby,2008,101,241.4,101,229.9,99,243.6
37,ELL,2008,-,-,-,-,-,-
37,Not ELL,2008,94,243.3,94,232.1,92,245.8
37,Derby,2009,131,234.6,131,227.2,135,242
37,ELL,2009,-,-,-,-,-,-
37,Not ELL,2009,115,238.2,115,229.4,119,243.5
37,Derby,2010,102,253,101,234.3,105,251.9
37,ELL,2010,-,-,-,-,-,-
37,Not ELL,2010,92,254.4,91,235.3,95,251.9
37,Derby,2011,92,234.9,91,226.2,93,237.4
37,ELL,2011,-,-,-,-,-,-
37,Not ELL,2011,85,237.1,84,228.2,86,238.9
37,Derby,2012,118,237.2,113,228.8,123,234.5
37,ELL,2012,-,-,-,-,-,-
37,Not ELL,2012,105,237.6,100,230,109,234
37,Derby,2013,114,242.2,112,230.5,114,237.7
37,ELL,2013,-,-,-,-,-,-
37,Not ELL,2013,108,243.5,106,232.4,107,241.4
39,Eastford,2006,-,-,-,-,-,-
39,Not ELL,2006,-,-,-,-,-,-
39,Eastford,2007,-,-,-,-,-,-
39,Not ELL,2007,-,-,-,-,-,-
39,Eastford,2008,24,260.1,24,264.2,24,276.8
39,Not ELL,2008,24,260.1,24,264.2,24,276.8
39,Eastford,2009,-,-,-,-,-,-
39,Not ELL,2009,-,-,-,-,-,-
39,Eastford,2010,22,257.5,22,264.9,22,282.5
39,Not ELL,2010,22,257.5,22,264.9,22,282.5
39,Eastford,2011,-,-,-,-,-,-
39,Not ELL,2011,-,-,-,-,-,-
39,Eastford,2012,-,-,-,-,-,-
39,Not ELL,2012,-,-,-,-,-,-
39,Eastford,2013,-,-,-,-,-,-
39,Not ELL,2013,-,-,-,-,-,-
40,East Granby,2006,64,263.9,64,247.5,64,271
40,ELL,2006,-,-,-,-,-,-
40,Not ELL,2006,63,264.2,63,247.9,63,270.8
40,East Granby,2007,82,268.2,82,245.3,82,260
40,ELL,2007,-,-,-,-,-,-
40,Not ELL,2007,79,268.2,79,246.2,79,260.8
40,East Granby,2008,63,267,63,248.6,63,268.8
40,Not ELL,2008,63,267,63,248.6,63,268.8
40,East Granby,2009,72,270.1,72,254.9,72,270
40,Not ELL,2009,72,270.1,72,254.9,72,270
40,East Granby,2010,82,266.4,82,247.3,82,271.9
40,ELL,2010,-,-,-,-,-,-
40,Not ELL,2010,81,266.6,81,247.3,81,271.5
40,East Granby,2011,54,278.7,53,261.8,54,284.5
40,Not ELL,2011,54,278.7,53,261.8,54,284.5
40,East Granby,2012,71,271.2,71,250.4,71,272.2
40,Not ELL,2012,71,271.2,71,250.4,71,272.2
40,East Granby,2013,59,270,59,244.8,60,268.3
40,ELL,2013,-,-,-,-,-,-
40,Not ELL,2013,58,270.3,58,245.7,59,268.4
41,East Haddam,2006,132,266.9,132,246.2,132,264.5
41,Not ELL,2006,132,266.9,132,246.2,132,264.5
41,East Haddam,2007,99,268.4,98,255,97,270.2
41,Not ELL,2007,99,268.4,98,255,97,270.2
41,East Haddam,2008,102,261,102,242.9,102,259.4
41,ELL,2008,-,-,-,-,-,-
41,Not ELL,2008,101,260.4,101,242.7,101,259.8
41,East Haddam,2009,105,249.3,105,238.1,109,255.6
41,ELL,2009,-,-,-,-,-,-
41,Not ELL,2009,104,249.4,104,238.3,108,255.8
41,East Haddam,2010,85,278.8,85,264.7,90,272.1
41,Not ELL,2010,85,278.8,85,264.7,90,272.1
41,East Haddam,2011,95,276.9,95,257.6,97,280.8
41,Not ELL,2011,95,276.9,95,257.6,97,280.8
41,East Haddam,2012,99,287.6,99,270.5,101,277
41,Not ELL,2012,99,287.6,99,270.5,101,277
41,East Haddam,2013,83,282.4,83,263.9,85,281
41,Not ELL,2013,83,282.4,83,263.9,85,281
42,East Hampton,2006,160,263.4,160,249.8,158,270.4
42,Not ELL,2006,160,263.4,160,249.8,158,270.4
42,East Hampton,2007,180,263.1,180,246.1,179,265
42,ELL,2007,-,-,-,-,-,-
42,Not ELL,2007,179,263.5,179,246.4,178,265.1
42,East Hampton,2008,167,263.2,167,245.2,166,269
42,ELL,2008,-,-,-,-,-,-
42,Not ELL,2008,165,263.8,165,245.9,164,269.6
42,East Hampton,2009,132,268.6,132,248.8,135,261.7
42,ELL,2009,-,-,-,-,-,-
42,Not ELL,2009,131,268.7,131,249.2,134,261.9
42,East Hampton,2010,145,269.2,145,249.5,147,266.2
42,Not ELL,2010,145,269.2,145,249.5,147,266.2
42,East Hampton,2011,144,264,143,251.4,149,264.9
42,Not ELL,2011,144,264,143,251.4,149,264.9
42,East Hampton,2012,135,265.2,136,249.2,143,256.5
42,ELL,2012,-,-,-,-,-,-
42,Not ELL,2012,134,265.6,135,249.5,142,256.8
42,East Hampton,2013,144,253.5,144,248.8,145,252.3
42,Not ELL,2013,144,253.5,144,248.8,145,252.3
43,East Hartford,2006,561,217.3,558,211.2,548,228.9
43,ELL,2006,60,194.6,59,184,56,209.6
43,Not ELL,2006,501,220.1,499,214.4,492,231.1
43,East Hartford,2007,524,228.3,523,214.9,519,234.6
43,ELL,2007,39,199.9,39,178,38,203.6
43,Not ELL,2007,485,230.5,484,217.9,481,237.1
43,East Hartford,2008,528,228,527,211.1,521,236.5
43,ELL,2008,41,201.6,41,184.4,38,208.9
43,Not ELL,2008,487,230.2,486,213.4,483,238.7
43,East Hartford,2009,488,224.8,480,211.7,498,226.5
43,ELL,2009,40,207.3,39,190.5,41,211.1
43,Not ELL,2009,448,226.4,441,213.6,457,227.9
43,East Hartford,2010,533,229.6,528,212.1,537,225.7
43,ELL,2010,56,214.3,56,192.3,56,211
43,Not ELL,2010,477,231.5,472,214.5,481,227.4
43,East Hartford,2011,482,227.2,478,210.8,493,223.5
43,ELL,2011,55,207,52,188.9,58,203.8
43,Not ELL,2011,427,229.9,426,213.4,435,226.1
43,East Hartford,2012,536,230.9,536,219.5,529,231.8
43,ELL,2012,47,200.9,46,185.4,45,203.3
43,Not ELL,2012,489,233.7,490,222.7,484,234.5
43,East Hartford,2013,492,224,487,211.4,492,224.8
43,ELL,2013,53,204.5,53,186.7,53,209.5
43,Not ELL,2013,439,226.3,434,214.5,439,226.7
44,East Haven,2006,273,237.4,270,225,267,227.7
44,ELL,2006,-,-,-,-,-,-
44,Not ELL,2006,263,237.4,261,225.4,258,228.3
44,East Haven,2007,288,241.5,281,229.2,283,240.8
44,ELL,2007,-,-,-,-,-,-
44,Not ELL,2007,269,243.3,263,231.2,265,242.1
44,East Haven,2008,278,247.1,275,229.8,277,239.8
44,ELL,2008,-,-,-,-,-,-
44,Not ELL,2008,263,248.6,261,232.3,264,241.5
44,East Haven,2009,253,243.3,251,231.8,263,238.8
44,ELL,2009,-,-,-,-,21,231
44,Not ELL,2009,234,243,232,232.8,242,239.5
44,East Haven,2010,229,238.6,224,227.9,237,229
44,ELL,2010,-,-,-,-,-,-
44,Not ELL,2010,213,240.3,208,229,219,230.3
44,East Haven,2011,269,223.6,263,217.6,275,224.5
44,ELL,2011,21,193.8,21,183.5,21,205.7
44,Not ELL,2011,248,226.1,242,220.6,254,226
44,East Haven,2012,245,242.2,245,226.9,249,234.2
44,ELL,2012,31,231.5,31,200.8,31,215.3
44,Not ELL,2012,214,243.7,214,230.7,218,236.9
44,East Haven,2013,207,244.5,205,227.5,214,232
44,ELL,2013,-,-,-,-,-,-
44,Not ELL,2013,191,245.7,189,229.2,198,233.2
45,East Lyme,2006,184,268,184,249,183,265.6
45,Not ELL,2006,184,268,184,249,183,265.6
45,East Lyme,2007,183,281.5,183,254.7,183,275.8
45,ELL,2007,-,-,-,-,-,-
45,Not ELL,2007,178,281.9,178,255.5,178,275.7
45,East Lyme,2008,197,274.6,197,255.7,198,274.2
45,ELL,2008,-,-,-,-,-,-
45,Not ELL,2008,193,274.7,193,255.5,194,274.1
45,East Lyme,2009,198,278.2,197,253.9,202,281.7
45,ELL,2009,-,-,-,-,-,-
45,Not ELL,2009,193,279,192,255.1,197,282.2
45,East Lyme,2010,199,272.4,197,251,202,264.1
45,ELL,2010,-,-,-,-,-,-
45,Not ELL,2010,197,272.5,195,251,200,264
45,East Lyme,2011,202,279.6,200,261,207,267.3
45,ELL,2011,-,-,-,-,-,-
45,Not ELL,2011,201,279.4,199,261.1,206,267.4
45,East Lyme,2012,190,281.7,189,259.4,197,275
45,ELL,2012,-,-,-,-,-,-
45,Not ELL,2012,185,282.4,184,260.7,192,276.2
45,East Lyme,2013,180,275.5,178,256.9,188,269.8
45,ELL,2013,-,-,-,-,-,-
45,Not ELL,2013,173,276.4,171,258.4,181,270.3
46,Easton,2006,132,276.4,132,258.7,129,272
46,Not ELL,2006,132,276.4,132,258.7,129,272
46,Easton,2007,125,283.8,125,260.6,124,272.8
46,Not ELL,2007,125,283.8,125,260.6,124,272.8
46,Easton,2008,132,290.1,132,259.5,131,282.8
46,Not ELL,2008,132,290.1,132,259.5,131,282.8
46,Easton,2009,124,298.1,122,266.1,126,294.7
46,ELL,2009,-,-,-,-,-,-
46,Not ELL,2009,123,298.8,121,266.9,124,295.9
46,Easton,2010,125,283.7,126,265.7,127,281
46,Not ELL,2010,125,283.7,126,265.7,127,281
46,Easton,2011,110,285,110,271.1,113,293.5
46,Not ELL,2011,110,285,110,271.1,113,293.5
46,Easton,2012,99,293.2,99,277.1,100,295.6
46,Not ELL,2012,99,293.2,99,277.1,100,295.6
46,Easton,2013,91,283,89,269,97,288.5
46,Not ELL,2013,91,283,89,269,97,288.5
47,East Windsor,2006,99,237,99,225.2,98,236.9
47,ELL,2006,-,-,-,-,-,-
47,Not ELL,2006,96,237,96,225.2,95,237.1
47,East Windsor,2007,123,235.6,123,227.4,124,240.2
47,ELL,2007,-,-,-,-,-,-
47,Not ELL,2007,120,236.1,120,227.7,121,240.3
47,East Windsor,2008,99,231.7,98,227.8,98,244.7
47,ELL,2008,-,-,-,-,-,-
47,Not ELL,2008,98,232.3,97,228.2,97,244.9
47,East Windsor,2009,113,232.3,112,227.2,119,236.7
47,ELL,2009,-,-,-,-,-,-
47,Not ELL,2009,107,233.5,106,228.8,113,238
47,East Windsor,2010,102,236.4,104,225.4,107,231.4
47,ELL,2010,-,-,-,-,-,-
47,Not ELL,2010,94,239.3,96,227.6,99,233.5
47,East Windsor,2011,94,246.6,94,237.1,95,239.2
47,ELL,2011,-,-,-,-,-,-
47,Not ELL,2011,91,248.1,91,239.6,92,240.3
47,East Windsor,2012,86,236.5,85,232.6,89,240.1
47,ELL,2012,-,-,-,-,-,-
47,Not ELL,2012,84,237.4,83,234.4,87,241
47,East Windsor,2013,87,235.2,85,237.9,87,230.8
47,ELL,2013,-,-,-,-,-,-
47,Not ELL,2013,84,236.7,82,238.6,84,231
48,Ellington,2006,192,271,192,255.4,191,279.7
48,ELL,2006,-,-,-,-,-,-
48,Not ELL,2006,191,270.9,191,255.4,190,279.8
48,Ellington,2007,185,280.9,184,253.9,183,275.2
48,ELL,2007,-,-,-,-,-,-
48,Not ELL,2007,181,281.2,180,254.5,179,275.6
48,Ellington,2008,215,278.4,215,249.9,215,267.8
48,ELL,2008,-,-,-,-,-,-
48,Not ELL,2008,209,278.7,209,250.6,209,268.1
48,Ellington,2009,192,267.8,192,251.8,201,264.1
48,ELL,2009,NA,NA,NA,NA,-,-
48,Not ELL,2009,192,267.8,192,251.8,200,264.6
48,Ellington,2010,203,269.8,199,251.3,209,258.5
48,ELL,2010,-,-,-,-,-,-
48,Not ELL,2010,200,270.5,197,251.6,206,258.3
48,Ellington,2011,204,269,200,251.9,210,264.6
48,ELL,2011,-,-,-,-,-,-
48,Not ELL,2011,202,269.5,198,252.3,208,265
48,Ellington,2012,202,276.8,198,256.9,205,267.4
48,ELL,2012,-,-,-,-,-,-
48,Not ELL,2012,194,277.3,190,257.6,198,267.7
48,Ellington,2013,211,272.3,210,257.8,218,267.7
48,ELL,2013,-,-,-,-,-,-
48,Not ELL,2013,205,272.3,204,258.2,212,267.7
49,Enfield,2006,424,255,424,238.8,424,253.3
49,ELL,2006,-,-,-,-,-,-
49,Not ELL,2006,416,254.9,416,239.1,416,253.4
49,Enfield,2007,451,260.3,451,238.3,450,245.6
49,ELL,2007,-,-,-,-,-,-
49,Not ELL,2007,447,260.6,447,238.7,446,245.9
49,Enfield,2008,446,251.6,446,230.1,447,235
49,ELL,2008,-,-,-,-,-,-
49,Not ELL,2008,439,251.8,439,230.7,440,235
49,Enfield,2009,438,261.4,438,239,439,245.6
49,ELL,2009,-,-,-,-,-,-
49,Not ELL,2009,430,261.7,430,239.6,431,245.9
49,Enfield,2010,412,269.7,407,240.3,414,243.5
49,ELL,2010,-,-,-,-,-,-
49,Not ELL,2010,407,269.7,402,240.7,409,243.9
49,Enfield,2011,425,274.4,419,243.2,432,245.3
49,ELL,2011,-,-,-,-,-,-
49,Not ELL,2011,408,275.9,402,245.3,415,246.9
49,Enfield,2012,391,275.7,386,246.4,399,247.7
49,ELL,2012,-,-,-,-,-,-
49,Not ELL,2012,382,276.9,377,247.6,390,248.3
49,Enfield,2013,362,271.3,352,246.8,370,243.9
49,ELL,2013,-,-,-,-,-,-
49,Not ELL,2013,354,272.4,344,247.6,362,244.3
50,Essex,2006,91,253.2,91,255.8,91,260.2
50,Not ELL,2006,91,253.2,91,255.8,91,260.2
50,Essex,2007,65,270.3,65,259.4,65,270.6
50,Not ELL,2007,65,270.3,65,259.4,65,270.6
50,Essex,2008,79,269,78,256.2,78,277.8
50,Not ELL,2008,79,269,78,256.2,78,277.8
50,Essex,2009,95,278.4,95,263.1,97,276.8
50,Not ELL,2009,95,278.4,95,263.1,97,276.8
50,Essex,2010,70,277.9,70,259.5,71,277.2
50,Not ELL,2010,70,277.9,70,259.5,71,277.2
50,Essex,2011,73,273.9,73,253.8,73,268.2
50,ELL,2011,-,-,-,-,-,-
50,Not ELL,2011,71,274.6,71,254.6,71,267.6
50,Essex,2012,78,265.1,76,257.5,78,259.6
50,Not ELL,2012,78,265.1,76,257.5,78,259.6
50,Essex,2013,84,268.1,84,263.9,84,263.8
50,ELL,2013,-,-,-,-,-,-
50,Not ELL,2013,83,268.8,83,264.6,83,264.4
51,Fairfield,2006,718,269.8,717,258.6,714,274.1
51,ELL,2006,-,-,-,-,-,-
51,Not ELL,2006,699,271.1,698,259.9,695,275.4
51,Fairfield,2007,808,275,804,250.6,803,269.9
51,ELL,2007,-,-,-,-,-,-
51,Not ELL,2007,791,276.1,788,251.6,787,270.7
51,Fairfield,2008,816,274.4,815,260.7,813,269.1
51,ELL,2008,-,-,-,-,-,-
51,Not ELL,2008,804,274.9,803,261.4,801,269.7
51,Fairfield,2009,801,281.9,794,257.7,812,274.2
51,ELL,2009,-,-,-,-,23,223.4
51,Not ELL,2009,783,282.7,776,258.6,789,275.6
51,Fairfield,2010,835,278.7,829,258.9,845,265.1
51,ELL,2010,26,221.8,26,201.4,27,230.7
51,Not ELL,2010,809,280.6,803,260.8,818,266.2
51,Fairfield,2011,740,282.6,737,261.2,748,273.8
51,ELL,2011,-,-,-,-,-,-
51,Not ELL,2011,725,283.8,722,262.2,733,274.8
51,Fairfield,2012,795,288.9,792,262.5,805,272.6
51,ELL,2012,25,241.4,25,206.3,25,227.9
51,Not ELL,2012,770,290.5,767,264.3,780,274.1
51,Fairfield,2013,715,283.7,707,265.1,721,268.6
51,ELL,2013,-,-,-,-,-,-
51,Not ELL,2013,704,284.4,696,266,709,269.3
52,Farmington,2006,321,276.9,321,261.7,322,274.5
52,ELL,2006,-,-,-,-,-,-
52,Not ELL,2006,316,277.8,316,262.6,317,275.5
52,Farmington,2007,323,278.5,323,259.5,321,276.9
52,ELL,2007,-,-,-,-,-,-
52,Not ELL,2007,320,278.7,320,259.8,318,277.2
52,Farmington,2008,293,284.1,292,261.4,291,285.2
52,ELL,2008,-,-,-,-,-,-
52,Not ELL,2008,290,285.1,289,262.1,288,286.1
52,Farmington,2009,263,289.6,265,265.3,265,286.4
52,ELL,2009,-,-,-,-,-,-
52,Not ELL,2009,256,289.7,258,265.6,258,286.6
52,Farmington,2010,270,283.1,269,264.2,275,276.9
52,ELL,2010,-,-,-,-,-,-
52,Not ELL,2010,267,283.6,266,264.7,272,276.8
52,Farmington,2011,285,287.8,283,266.4,284,291.5
52,ELL,2011,-,-,-,-,-,-
52,Not ELL,2011,278,288.3,276,267.9,277,292.2
52,Farmington,2012,311,291.5,311,270,315,290.2
52,ELL,2012,-,-,-,-,-,-
52,Not ELL,2012,303,292.4,303,271.3,307,291.2
52,Farmington,2013,311,275,312,261.8,316,275.3
52,ELL,2013,-,-,-,-,-,-
52,Not ELL,2013,302,275.7,303,262.6,307,276.4
53,Franklin,2006,20,280.8,20,256.2,20,272
53,Not ELL,2006,20,280.8,20,256.2,20,272
53,Franklin,2007,20,257.4,20,244.2,-,-
53,Not ELL,2007,20,257.4,20,244.2,-,-
53,Franklin,2008,23,267.9,23,264.1,23,280.6
53,Not ELL,2008,23,267.9,23,264.1,23,280.6
53,Franklin,2009,30,272.3,30,251.5,30,281.7
53,Not ELL,2009,30,272.3,30,251.5,30,281.7
53,Franklin,2010,24,277.3,23,259.1,24,278.4
53,Not ELL,2010,24,277.3,23,259.1,24,278.4
53,Franklin,2011,-,-,-,-,-,-
53,Not ELL,2011,-,-,-,-,-,-
53,Franklin,2012,-,-,-,-,-,-
53,Not ELL,2012,-,-,-,-,-,-
53,Franklin,2013,-,-,-,-,-,-
53,Not ELL,2013,-,-,-,-,-,-
54,Glastonbury,2006,535,275.1,534,257.9,533,268.9
54,ELL,2006,20,240.5,20,212.8,-,-
54,Not ELL,2006,515,276.4,514,259.6,514,270.4
54,Glastonbury,2007,528,275,525,254.2,524,267.6
54,ELL,2007,-,-,-,-,-,-
54,Not ELL,2007,517,276,514,255.1,514,268.3
54,Glastonbury,2008,489,274.4,489,257.9,487,270.4
54,ELL,2008,-,-,-,-,-,-
54,Not ELL,2008,476,275.4,476,259.3,474,271.8
54,Glastonbury,2009,493,274.6,481,257.1,505,261.9
54,ELL,2009,-,-,-,-,-,-
54,Not ELL,2009,484,275.2,472,257.8,494,262.8
54,Glastonbury,2010,525,277.4,523,259.1,527,268.6
54,ELL,2010,-,-,-,-,-,-
54,Not ELL,2010,518,278.1,516,259.8,520,269.4
54,Glastonbury,2011,512,280.1,509,259.4,522,274.9
54,ELL,2011,-,-,-,-,-,-
54,Not ELL,2011,502,281.1,499,260.7,512,275.7
54,Glastonbury,2012,488,278.8,487,262.5,503,272.8
54,ELL,2012,-,-,-,-,-,-
54,Not ELL,2012,483,279.1,482,263,498,273.3
54,Glastonbury,2013,450,279.2,446,262.1,449,267.8
54,ELL,2013,-,-,-,-,-,-
54,Not ELL,2013,445,279.5,441,262.6,444,268.3
56,Granby,2006,158,284.6,158,260.5,157,276.2
56,Not ELL,2006,158,284.6,158,260.5,157,276.2
56,Granby,2007,190,277.1,190,260.5,190,273.6
56,Not ELL,2007,190,277.1,190,260.5,190,273.6
56,Granby,2008,157,280.2,157,259,157,276
56,ELL,2008,-,-,-,-,-,-
56,Not ELL,2008,156,280.5,156,259.3,156,276.4
56,Granby,2009,163,289,162,266.5,167,280.4
56,Not ELL,2009,163,289,162,266.5,167,280.4
56,Granby,2010,170,282,171,258.4,172,269.6
56,Not ELL,2010,170,282,171,258.4,172,269.6
56,Granby,2011,164,272.6,162,261.1,167,271.9
56,Not ELL,2011,164,272.6,162,261.1,167,271.9
56,Granby,2012,150,283.7,148,269.1,150,269.3
56,ELL,2012,-,-,-,-,-,-
56,Not ELL,2012,148,284.2,146,269.6,148,269.8
56,Granby,2013,146,282.8,146,263.9,148,279.5
56,ELL,2013,-,-,-,-,-,-
56,Not ELL,2013,145,283.3,145,264.2,147,279.9
57,Greenwich,2006,659,269.3,657,257.3,651,271.8
57,ELL,2006,51,247,51,224.1,49,244.2
57,Not ELL,2006,608,271.2,606,260.1,602,274.1
57,Greenwich,2007,692,272.6,689,254.7,684,269.2
57,ELL,2007,38,243.2,38,217.2,38,253.2
57,Not ELL,2007,654,274.3,651,256.9,646,270.2
57,Greenwich,2008,674,269.1,676,255.5,665,269.3
57,ELL,2008,42,255.5,42,230.6,41,252.8
57,Not ELL,2008,632,270,634,257.1,624,270.4
57,Greenwich,2009,634,274.3,625,258.5,643,280.6
57,ELL,2009,45,254,41,219,44,241.4
57,Not ELL,2009,589,275.9,584,261.3,599,283.4
57,Greenwich,2010,708,273.2,703,256.7,714,276.3
57,ELL,2010,42,250.8,41,215.6,43,246
57,Not ELL,2010,666,274.6,662,259.3,671,278.3
57,Greenwich,2011,668,275.2,666,254.5,676,268.3
57,ELL,2011,34,256.7,34,217.1,38,224.9
57,Not ELL,2011,634,276.2,632,256.6,638,270.9
57,Greenwich,2012,656,285.4,647,266.3,668,276.4
57,ELL,2012,31,247.3,29,216,35,237.7
57,Not ELL,2012,625,287.3,618,268.7,633,278.5
57,Greenwich,2013,654,276.1,639,262.1,665,270.4
57,ELL,2013,40,253.7,34,224.7,37,249.1
57,Not ELL,2013,614,277.6,605,264.2,628,271.7
58,Griswold,2006,122,257.2,121,242.6,121,251.6
58,ELL,2006,-,-,-,-,-,-
58,Not ELL,2006,121,257.5,120,242.9,120,251.7
58,Griswold,2007,138,244,138,229.7,138,236.8
58,Not ELL,2007,138,244,138,229.7,138,236.8
58,Griswold,2008,137,243.7,137,229.8,137,243.6
58,ELL,2008,-,-,-,-,-,-
58,Not ELL,2008,136,244,136,229.9,136,243.5
58,Griswold,2009,142,239,141,227.5,152,242.3
58,ELL,2009,-,-,-,-,-,-
58,Not ELL,2009,138,239.5,137,228.3,147,243.4
58,Griswold,2010,139,243.5,136,231,144,244.1
58,ELL,2010,-,-,-,-,-,-
58,Not ELL,2010,138,243.2,135,231.1,143,244.2
58,Griswold,2011,127,243.7,125,238.6,135,246.6
58,ELL,2011,-,-,-,-,-,-
58,Not ELL,2011,123,243.3,121,238.9,131,246.3
58,Griswold,2012,131,236.5,124,236.3,135,239.8
58,ELL,2012,-,-,-,-,-,-
58,Not ELL,2012,129,235.8,122,236.3,133,239.5
58,Griswold,2013,112,245,112,238,121,252
58,ELL,2013,-,-,-,-,-,-
58,Not ELL,2013,109,245.9,109,238.8,118,252.4
59,Groton,2006,361,254.6,359,240.2,352,252.7
59,ELL,2006,-,-,-,-,-,-
59,Not ELL,2006,353,254.7,352,240.4,345,252.9
59,Groton,2007,373,253.2,372,237.3,367,249.2
